textDisplay,label_manual
Hanya demi embel&quot; pemerataan pembangunan...kalimantan jd korban yg berdampak ke perubahan iklim bumi...&quot;KUMAHA MANEH WE LAH JOKOWI&quot;,0
"Ya gimana nti gak dibangun pemerataan orang2 luar pulau jawa ngamok dibilangnya Jawa sentris, pas dibangun nti dibilangnya ngerusak alam dan lingkungan<br>Pertanyaanya rakyat itu maunya apa kalo kek gini aja serba salah😂",0
Lama2 bisa jd gurun,1
semoga pemerintah/lembaga terkait lebih memperhatikan keberlangsungan hutan,2
"Klo memang paru2 dunia,apa kontribusi dunia untuk merawatnya? Nihil, mending dlibanggun,toh yg kena dampak pasti Eropa yg jauh dr katulistiwa",1
"si Agil mana ya..? Yg katanya ulama besar, tp menjadi kecil di depan perusak hutan..<br>😂",1
Momentum untuk Revolusi,2
"Tegakkan Hukum Adat kalimantan (kalau punya), karena dulu masih terjaganya hutan hanya dilakukan oleh masyarakat yang terikat Adat setempat. Non Adat yg tidak tinggal disana tidak akan menerima dampak langsung thd kerusakan lingkungan. Dengan alasan Negara Kesatuan maka orang luar merasa berhak juga atas hutan di wilayah adat, karena itu bagian NKRI.",2
Sekarang hukum adat bisa dibeli dngan uang,0
"Kukira dataran hutan ternyata lahan bisnis, miris",0
Berita penting seperti ini ..sayang hanya sedikit yg menonton ...mirisss,0
inilah oligarki jokowii sesungguh nya..,0
"Dan fakta parahnya adalah <br>Banyak anak lulusan sekolah baru <br>Selain ingin menjadi polisi, tentara, atau PNS semacamnya<br>Banyak dari mereka ingin bekerja di pertambangan<br><br>Dengan alasan gajinya besar<br><br>Gua bisa ngomong gini <br>Karena gua orang Kalimantan Selatan, hulu sungai tengah, Barabai (kalo kalian mau tau) <br><br>Gua ngambil data dari anak sekolah angkatan gua lulusan 2016-2017 sampai 2019-2020",0
"batubara.. buat apa? buat pembangkit tenaga listrik, PLTU masih menjadi PL dominan karena PLT terbarukan blm cukup untuk memenuhi keb listrik.. semakin besar kebutuhan listrik, semakin bnyak kita menebang hutan, ditambah industri EV sedang digembor2.. energi listrik bukan berarti ramah lingkungan, kecuali PLT terbarukan sudah menjadi kewajiban, PLTA (negara air pasti punya air melimpah), PLTA angin (indonesia jg disabut negara angin, puluhan ribu km garis pantai), PLT Panas bumi (negara diapit 2 cincin api), dan PLTM (negara yg setiap hari disinari cahaya matahari). kenapa masih pake batubara???",0
Kelakuan jokowi,0
"Sebenarny bisa kita pertahankan, tetapi yg hirup oksigen kalimantan bayar . Jamin itu hutan balik lg",1
"Seblm ada gaung IKN org2 besar kalimantan kolega2 gub dll dh bnyk yg jd pengusaha tambang yg bikin bnjir dan longsor , hidup mrk kaya dg rmh2 mewah hasil tambang yg sebagian bnyk illegal",1
Up,0
percuma jika hanya wacana. jika perusahaan itu tetap jalan...,0
Nafsu manusia,0
Pulau klimantan pulau terbesar bgi nkri sangat wajar mnganak emaskn pulau kalimantan sngt cocok bikin ibu kota😄😄,2
Katanya presiden aman mau buat IKN di sana karena gak banjir. Yg saya tau kalimantan termasuk bagian paru2 dunia hutannya. Eh malah di tebangin buat lahan kelapa sawit dan juga bangunan IKN yg mengorbankan byk hutan.,0
Mungkin Sekarang paru2 nya bunyinya guk....guk....guk....guk..sama dgn si koruptor nya,0
Pulau paling hijau skrng kebanjiran. Sungguh miris,0
Makasi pak joko<br>2 periode negri ini makin RUSAK,1
Pengen tau gimana rasanya kembali ke periode zaman soekarno sampai SBY?😁,1
hutan dirusak giliran kena musibah tuhan yang disalahkan(dengan kata kata cobaan apalagi tuhan) dan open donasian,0
Narasi you are legend ⭐⭐⭐⭐⭐❤️❤️❤️❤️❤️,2
Alhamdulillah sudah banjir,0
Ketika revolusi industri di benua lain adakah mereka merajuk kerusakan alam ? Dilema perkebunan sawit meluas di situ habitat hutan hujan tropis menyusut . Jadi bagaimana manusia bisa menyeimbangkan nya,2
Aku sangat setuju kalo ada yg menciptakan &#39;Pembatuan&#39; manusia seperti pada Anime/Manga DrStone 😶,1
🤣🤣🤣 video yg bikin buzzer pemuja pemerintah tak bisa berkomentar lagi,1
Kalo semisal pemuja oknun pemerintah yang ngga korup dan kerjanya bener gimana? Kan mayoritas pemerintah kita gak bener😅,0
"Itulah nasib Kalimantan ,sekarang banjir sdh sering melanda ,dan udara terasa panas",1
Ambisi bodoh sang THE KING OF LIPS SERVICE,0
Dunia bilang Indonesia paru-paru dunia tapi dunia asih membuat bom dan membuat asap2 dengan masifnya dibilang negara maju,1
Mimin mau jadi Kadrun ya?,0
Malu sama orang barat yg lebih ngerti alam.allahu akbar❤🇮🇩😭🤲,1
"NGapain Malu Sama ORANG BARAT Yang MUNAFIQ AKUT...NEGARA BARAT ADALAH PERUSAK BUMI YANG ASLI,GILIRAN PEMANASAN GLOBAL NEGARA2 Yang MASIH PUNYA HUTAN YANG DI SALAHAIN...Kalau Beneran Orang Barat Pinter2 Tanam POHON DAN BIKIN HUTAN LAGI KAYA DI CHINA.",0
Yo nggak tau kok tanya saya,0
Jgn di biarkan di kuasai org luar kalimantan lestarikan hutan nya buat sodara Dayak pertahankan🙏salam dari Riau..,1
Pemerintahan nya sendiri yang merusak negeri Indonesia 🖕👎,0
"IKN ini ibarat pamungkasnya jurus pembunuh bumi, ibarat mortal kombat, ini fatality. Hutan yang sisa 30% ini bakal habisjadi 0% kalo masyarakat eksodus ke sana",1
Bingung sama orang dayak Kalimantan alam jarah habis habisan sama cukong jakarta tapi diam aja tapi bersebrangan politik cepat orang dayak alat kekuasaan pemerintah... Lihat alam mereka hancurkan cukong jakarta notabone 9 🐉🐉 diam aja,0
"Sebagai orang Kalimantan sedih juga dan nyatanya Kalimantan masih saja ketinggalan dari kota2 lainnya, hal seperti ini bukan untuk kemajuan Kalimantan itu sendiri.",1
"Lama lama Kalimantan sama Papua jadi kaya di jajah sama Indonesia yah -_-<br>cuma di rusak aja, tanpa ada benefit untuk wilayah tersebut dan warga di sekitar.",1
Narasi juga dapat pendanaan dari GDP venture. Groupnya Djarum tuh.... Hartono Plantation Indonesia (HPI) lahannya sawitnya juga luas di Kalimantan...,1
"Hmmmm jadi kita harus apa setelah melihat semuanya??? Sepertinya kita masuk ke lingkaran yang tak hentinya ingin mencoba berusaha namun tetap nihil. Pemerintah dan kita sama-sama bersalah, apalgi yang punya wewenang. Minimal buang sampah pada tempatnya dan kurangi sampah saja dahulu. Bukannya perubahan besar berawal dari yang kecil.. yng miris berpendidikan tapi buat sampah sembarangan... 😢😢uhh damn",1
merinding,1
"Ketika eropa dan amerika banyak bangun pabrik, perumahan dan gedung gedung tinggi , besarnya pembangunan perkotaan , sama sama merusak alam tapi indonesia ketika akan melakukan hal yg sama dilarang",1
"amdal hanya permainan mafia yang punya uang, apa masih pantas kalimantan masih di sebut paru paru dunia?",0
Itu juga sebabnya kami sebagai warga Kalbar sebagian menolak IKN(ibo kota negara baru) yg masih di kebut Jokowi. Karena bukan mrngalih kan banjir melain permainan politik dinasti . saya pribadi mengatakan menolak ibu kota negara baru di Kaltim.,0
Bagus itu,2
"Menurut aku ya di kalimantan kurang edukasi dan kurang kreatif, terlebih dari yang mana yang salah toh udah kejadian. Baik orang luar dan orang dalam sama sama berlomba-lomba menggeluti usaha yang sama dan orang luar yang sukses. Kayak sawit dan pertambangan hasilnya itu menggiurkan dan pada ngikut. Sekarang ini adalah hasil jangka panjangnya, cobalah memperbaiki jangan mencari siapa yang salah.",1
"Semua benar karena fakta.<br><br>Tapi mengapa hanya barat yg selalu benar?<br>Saat mereka masih membutuhkan sumberdaya kita, gak ada isu lingkungan<br>Namun ketika sudah tidak butuh mereka baru teriak2.<br>Mereka dulu yg memeras sda kita.<br>Kalau kalian protes, kenapa gak kalian bantu kita dengan sumberdaya yg cukup.<br>Nyumbang cuma beberapa juta dollar apakah kalian pikir cukup untuk memperbaiki semuanya?<br><br>Amerika sudah gencar membor alaska untuk mendapatkan minyak bumi.<br>Kenapa diem aja? Bukan kah emisi karbon harus dikurangi?<br>China dan Amerika adalah ekonomi terbesar dunia. Tapi mengapa hanya Amerika yg sulit komitmen untuk mengurangi emisi?<br>Kenapa china, Indonesia, brazil yg di beritakan terus? Kenapa amerika kok di diemin.<br><br>Kenapa biofuel bunga matahari, di eropa yg membutuhkan lahan lebih besar daripada sawit kok gak dijadikan ancaman?<br>Jika kalian hanya bahas masalah deforestasi itu udah biasa. Pemerintah jg fakta nya udah mulai berusaha mengurangi.<br>Tapi bagaimana dg kebutuhan lahan bunga matahari eropa? Gak digembar gemborkan.<br><br>Saya rasa harus berimbang. Barat wajib membantu negara berkembang jika ingin sama-sama.",1
Arteria dahlan mana ni,1
Kalau kita komen negatif ke jokowi banyak netizen kelimantan yang hujat giliran gini ya nikmatilah banjir kalian,0
Sma kya tambang kn bnyk mnusia lapar,0
Gundulin aja smpai botak kya prof bahlul🤣🤣,0
Semenjak tren sawit&#39; .. jika kita memperlakukan alam dengan buruk&#39; maka alam akan membalas&#39; dengan keburukan&quot; pulak 💩💨👈,0
"yg jadi comentator orang asing, <br>yg comen di colom comen orang luar kalimantan karna mengeruk hasil kalimantan, <br>rakyat asli dayak dapat apa?????<br>pikirkan solusinya",1
INGAT ANDA HIDUP DI ERA REZZIM JOKKOWI,1
👍👍👍,1
Tahu kalimantan wktu kecil nonton film anakonda. Menyebut laba-laba batu dari kalimantan,1
Ordebaru adalah kemunduran bagi indonesia.,0
"Hutan Kalimantan habis kena perusahaan luar yg di beri izin oleh pemerintah kami tidak bisa menjaga,,,<br>Kami pun ikut juga di banding nonton hanya tidak dapat apa²",0
Mana ada yang perduli dengan berita ini... malah hari ini saja masih ada perusahaan yg di beri ijin untuk membuka lahan baru di tempat kami...berdarah pun anda mejelaskan ini tidak akan ada yang perduli di negeri ini sebelum keluarga2 mereka yg kaya itu terkena dampak juga dari deforestasi hutan ini,0
"Padahal mayoritas pengusahanya sendiri juga orang Kalimantan kok. Itu pejabat-pejabat Kaltim-Kalsel kan mayoritas pengusaha yg kaya dari eksploitasi begini 😅. Jgn lupa salah satu yg terbesar Jhonlin, org Kalsel juga 😊",0
Eropa skarang udah mulai mngurangi pembelian sawit indonesia. Mreka khawatir dgn ekosistem alam yg trus2an d rusak.,1
"Emang sesek banget klo denger berita tentang hutan kalimantan. Tapi percayalah, cepat atau lambat hutan kalimantan juga bakal diekploitasi, karna kekayaan alamnya yang udah ga diraguin lagi. Tapi sayangnya, kekayaan alamnya bukan cuman hutan dan lahan yang luas, tapi juga ada fosil tambang di dalamnya, jadi semisal hari ini hutan kalimantan masih utuh... Maka dalam hitungan belasan tahun lagi juga pasti dieksploitasi<br><br>Kalau menurut saya sah-sah aja eksplotasi hutan terutama untuk mengambil kekayaan fosil tambangnya, asalkan setelah selesai dengan urusan tambang, itu hutan dibalikin lagi dan jangan dijadiin tanah pemukiman",0
Anchore..,1
Dulu jaman jayanya kayu kalimantan memang parah ilegal logging,0
"Dan kerennya pada masa waktu pemanasan global negara kita yg disebut memiliki paru paru hutan terbaik mendapatkan bayaran dari negara asing dan disaat itu pula kendaraan bermotor khususnya roda dua diwajibkan menyalakan lampu disiang hari, Maaf jika salah tetapi bolehlah narasi cek😁",1
Terserah Indonesia mau diapain itu Hutan. Urus hutanmu sndiri2 aja... Kok jdi si paling2...,1
"Prestasi yang membanggakan, mantap pak👍",2
NKRI harga mati<br>Pancasila harga mati<br>Ngak peduli hutan Rusak<br>Yg penting NKRI harga mati,0
EMANG DASAR MEREKA EGOIS SEKALI DEMI UANG SAWIT DITANAM MEGAIBAKAN PARU PARU DUNIA,0
"Bumi sedang tidak sehat, smga deforestasi hutan bisa dihentikan, 🙏",1
Alhmdulillah uda d tf... 🤣 sesuai pesenan,1
Hahhahahahhahah parah emang,1
"Kalo banjir solusinya simpel, tanam aj sawit yg banyak karena sawit makan banyak air 😌",1
kalo kekeringan?,1
"@@pandueka7718 disesuaikan dong, katanya banjir",1
"Indonesia seharusnya sudah makmur sejak dulu, tapi dijajah koruptor",1
Makan tuh ikn,0
Terus ibu kota pindah kesitu itu apa dampaknya rusak nya alam iya,0
Asli ini real sekarang kami org dayak terasa asing ditempak kami karna beberapa kelompok yg ambil untung ditempat kami<br>Hutan habis buah habis semua habis.,0
Mungkin mereka berpikir bisa tetap hidup sehat tanpa hutan dan pohon2nya.,1
Keruk terusss sampek gundul wkwk,0
Sesal kemudian tidak ada guna nya..sama seperti sesal mengangkat mukidi ke puncak kekuasaan.,0
Benarkah kalian semua sebodoh itu mempercayai kebodohan IKN?<br>Berapa banyak negara yang mencoba pindah ibukota Dan berapa yang berhasil??? Dari situ aja sudah Tau ide ikn ini konyol Dan bodoh.<br>Sekarang HUTAN NYA YANG HARTA KITA SEMUA RATUSAN TAHUN SUDAH LENYAP...<br><br>Kapan mau pindah??<br>Otak waras kalian kepikiran kah..memindahkan puluhan ribuan orang ke IKN BAGAIMANA DAMPAK SOSIAL MASYARAKAT NYA?? Kebayang orang punya budaya beda beda jumlah besar bersamaan masuk daerah baru...belum lagi penduduk ikn daya saing nya tinggi (penduduk ibukota Jakarta).. penduduk setempat mau dapat apa disana?? Bengong??<br><br>Sementara ikn ini hanya menguntungkan segolongan pebisnis Dan keluarga pejabat,0
"Masuk ke channel Ngomongin Uang, hari ini baru posting ttg IKN, banyak orang tolol pro IKN,",0
Go ahead Narasi. Respect for Narasi yang selalu memperjuangkan keadilan.,1
Pemerintah yang harus disalahkan,0
"Kenapa negara-negara penghasil Karbondioksida terbesar dunia seperti Amerika, China, Rusia, dan Uni Eropa tidak punya niat dan sikap menurunkan angka persentase Karbon yang dihasilkan oleh negaranya sendiri?",1
"Pemberi izin merusak hutan ada di pejabat. Kalo pejabatnya pintar, Hutan terjaga.",2
"Sedih, kasian buat kita semua... <br>tapi ini akan diperparah dengan adanya pembangunan ikn... berapa byk lahan hutan yg akan hilang..",0
"Eropa bikin kebun gak ada yg perotes, hasil tambang kalimantan d kirim k eropa,",0
Nasib rakyat tergntng pimpinan brpihak kmana.. klo mana yg bener tentu mudah dg mndengar pndapat para ahli..bukan oligarki,0
Tarsan menangis mlihat ini 😢,0
"Tapi banyak juga org kalimantan yg mendukung IKN, tambang dan sawit 😮",2
Saya tingal di kalimantan...tolong pihak pemerintah pantau hutan kami banyak habis...tambang boksit dan sawit menghancur kan hutan kami....kami sering kena dampak nya..tolong pihak bertindak tegas pemerintah...,0
Gpp dari pada cuma hutan gak profuktif.....pembagunan harus dilakukan di kalimantan.....,2
Karna jokowi senang kalimatan biar tenggelam hutan hutan di kalimantan di tembang semua hanya untuk hawa nafsu kerja sebagai presiden,0
Narasi sekarang berubah jadi naradrun😂😂😂,1
Lah ngomong fakta dibilang kadrun .. Liat lah komen2 orang kalimantan yg pada ngeluh ... Apa2 kadrun ... Ngomongin Hutan kok jadi Gurun ...,0
Mereka cuma mikir uang dan uang tanpa peduli alam,0
Banjir saat ini akibat penebangan hutan yang sudah berjalan puluhan tahun...oleh pihak pihak yang tidak bertanggungjawab...ijin tebang kecil realisasi di lapangan beda...hutan lindung hanya sekedar setrategi...yang punya pabrik pengolahan kayu di Kalimantan siapa? Bukan rahasia lagi...jgn gampang membuat berita kl data tidak akurat...,0
Proyek IKN kebanggaan cebong,1
Terus,1
"adalah daya SDM INDONESIA RENDAH, Banyak pihak yang TAMAK dan HAUS UANG maka terjadilah bencana ini di KALIMANTAN, kasian warga kalimantan",0
"Coba kalian cek data nya 32 tahun orba membabat hutan dan hanya butuh 10 tahun bagi Jokowi membabat hutan BARU yg luas nya lebih luas dari ,,, ah sudah lah ...",0
"tidak heran la borneo sekarang panas bahangnya semacam je, berbeza dengan tahun 80an &amp; 90an masa tido tak pakai kipas angin pun sejuk.",0
"Presiden dan menhan malah membabat hutan mau di tanami singkong, habis ratusan miliar malah cuma jadi lahan gundul. Harus di audit pasti banyak yg di korupsi",0
"Waktu tv cuma ada TVRI,tidak ada yg nama nya berita banjir di Kalimantan,sekarng hutan mangkin habis,",0
Dahulu Kalimantan pohon nya di tebang sumber daya nya dikuras tetapi yang maju tetap pulau jawa saja,0
Ombibus Law - MINERBA memberikan karpet merah kpd para oligarki utk terus melanjutkan keserakahan nya.,0
Selama ada cuan pihak² terkait yg bertanggung jawab akan tetap bodo amat,1
Yg enak mah yg ngasih ijin..cuman tinggal tanda tangan duit langsung masuk dah,1
"Dari dulu mah emang gitu, mengundang para investor untuk eksploitasi dan berbisnis, menghijaukan negara orang, sedang negeri kita tambah menggersangg",0
"Dijawa malah hutan abis karena krn trlalu byk manusia ,,,wkwkwk",0
"Smua pasti ada +- nya, suatu daerah yg masih hutan yg minim pemabangunan di anggap keterblakangan, lalu rakyat berbondong bondong migrasi ke daerah perkotaan dgn alasan pekerjaan, bahkan embel&quot; menuntut keadilan tentang pembangunan akses jalan dll pasti muncul,,, namun ktika daerah yg terbelakang tersebut mulai di bangun tentu berimbas dengan berkurangnya pohon/hutan, bahkan mungkin imbas lainya,. <br> Karna gak mungkin kalimantan mau di bangun gedung, pabrik &amp; akses jalan di atas hutan, yg notabenenya tampa mengurangi pohon / hutan. <br> Mnurut saya biarkan saja pemerintah yg memikirkan,, tapi masukan &amp; kritikan itu harus, &amp; penting.",2
Hentikan ikn,1
Ikn 😅😅😅,1
Atas nama pembangunan <br>Atas nama kemajuan<br>Perubahan selalu memakan korban<br>Apa memang di rencanakan. <br>Atau sebuah kebetulan<br>Kemajuan jaman <br>rakyat kecil yang jadi tumbal<br>Siapakahkah sebenarnya mereka<br><br>Alam yang dulu indah.<br>Harapan kita semua<br>Kini sudah berubah tinggallah cerita<br>Samudera sungai dan hutan <br>Kini smakin telanjang<br>Serakah mereka <br>membuat alam kesakitan<br>Siapakah sebenarnya mereka<br><br>Jangan ada lagi korban <br>Yang mengatasnamakan pembangunan<br>Kalaupun benar untuk kemajuan <br>Haruslah sesuai jangan sewenang wenang<br>Tuan kami sudah kecil <br>Jangan makin di kucil<br>Tuan kami sudah bosan <br>Hentikan kekerasan dan kerakusan,1
SEJAK JAMAN PRESIDEN KE DUA KAN KALIMANTAN DIBABAT,0
Apa lg matii ibu kota pinda kesana 😭😭😭,0
"Kasih solusi biar manusia nya di kalimantan sejahtera,kalau tdk yaa pasti di jual tanah nya,semakin maju semakin sulit hidup,jadi wajar orang jual.",0
Pemerintah yg pd akhirnya sbg pembunuh anak cucu kita.tanpa izin mrk korporasi gk akan buka lahan,0
Menyedihkan.,0
Belum lagi kalo ikn jadi...makin abis..,0
"Alam selalu mempertahankan keseimbangannya. Apa yg kita tanam, itu yg kita tuai. Jgn berfikir kita bisa sesuka hati tanpa mendapat konsekuensi. Pohon2 itulah yg menahan kepulauan kita agar tetap berdiri dan tidak tenggelam hanyut",1
"Pemimpin sakit, negarapun sakit.",0
"Kerana uang, hutan ditebang",0
"Gak laku berita begini, buzzerp2 yang you know who langsung pada bikin berita tandingan",0
Pembangunan IKN apakah termasuk Deforestasi ???,1
"Hidup jokowi, jokowi tiga priode menurut saya cocok.. Saya yakin orang kalimantan juga setuju. Jokowi orang soleh",2
Terus dimasa pemerintahan siapa deforestasi paling banyak?.<br>Berarti kan di masa Soeharto?.<br>Kalau masa orde baru sampai sekarang lahan yang dulu sudah dibabat di kasih izin untuk ditanami sawit dan pohon bahan baku kertas. Yah izin tambang juga?.<br>Siapa yang Anda tuju?.<br>Dan bagaimana pemecahan solusinya?.,1
"Saya kira tebang saja semua pohon di Kalimantan, biar semua lahan dijadikan perkebunan, kawasan industri, lahan tambang. <br>Lakukan saja semua nya karena nafsu tapi berdalih atas nama pembangunan. Padahal pembangunan yang salah belum memberikan kebaikan. <br><br>Bukan kah kalian yang menjunjung tinggi kemajuan. Dimana definisi kemajuan saja berbeda beda antara satu dengan yang lain. <br><br>Oligarki yang sebenarnya berkuasa. Jika sudah demikian, pekerjaan mu semakin berat. Rakyat harus bergerak bersuara. <br>Upaya upaya untuk membungkam suara rakyat sekecil apapun jangan pernah biarkan karena mereka pejabat punya kuasa untuk membuat seribu alasan untuk memuluskan rencana mereka dengan menggunakan atas nama Pembangunan dan nama rakyat.",1
Akal tanpa Nurani,0
ternyata apa yang diomongkan pemerintah cuma OMDO,0
"Food estate di mata media<br>CNBC = Sumber ketahanan pangan indonesia , mengurangi ketergantungan impor pangan<br>Mata najwa, greenpeace, = merusak lingkungan, merusak hutan bla.... Bla...bla...<br>Lalu solusinya impor aja gitu ( antek asing )",0
ibu kota baru di Kalimantan itu pemimpin nya ngotak ngk sih terlalu egois dan ambisi yg bikin alam rusak dan rakyat sengsara selamat bersenang-senang Indonesia,0
"Kerusakan pd bumi di sebabkan oleh tangan tangan manusia itu sendiri. Dan itu sdh sangat jelas tertulis di dlm Al-Qur&#39;an. Namun manusia msh Saja pd keserakahannya dan akhirnya menimbulkan berbagai bencana alam. Sdh jelas dlm hal ini, Tuhan tdk patut untuk di persalahkan.",0
X (Eks) = Mantan. <br>X (Kali) + Mantan. <br>X (Cali) -&gt; Nia. 👌,1
Indonesia semakin hari semakin rusak segalanya 😢,0
Ikuti alur wae. Dunia ini hanya sementara,0
"Coba deh tinggal di kalimantan, atau tukeran pulau jawa di jadiin hutan lagi biar sama, klo orang pulau jawa pindah di kalimantan 100% pasti nebang utan juga , klo udah urusan dapur mah",0
"Ingat, isu kalimantan selalu dilihat dari sudut pandang Jawa yang taunya cuma hutan, tambang dan suku dayak<br><br>Padahal Jawa dulu juga hutan sebelum Belanda datang kan, sekarang?",1
"Setiap keberhasilan pasti disertai pengorbanan... <br>Maksudnya ada yg dikorbankan, atau dg kata lain sengaja di jadikan korban... <br>Dalam konteks ini ya &quot;itu&quot; demi Keberhasilan &quot;itu&quot;",1
"Next, kalimantan akan jadi jakarta baru",1
Tolong investigasi juga Pariwisata Super Premium Labuhan Bajo dong. Sebenarnya siapa yang paling di untungkan,1
"Gini amat, ada komentar yg udh panjang malah (ter/di) hapus. Ckckck",1
"Kalau gak salah komentar teratas yg paling atas yg hilang, kalau gak salah sepertinya atas nama mr x. Terakhir saya lihat banyak yg komen dan like di komentarnya",1
"Di tengah gencarnya promosi jualan motor dan mobil listrik bahkan sampai pemerintah mau subsidi harganya dengan alasan go green.. Yg mana menambah kendaraan baru otomatis menambah jumlah kendaraan di jalan raya, kendaraan lama berbahan bakar fosil jg tetap di pakai dijalan.. Sungguh tidak solutif.. Dan Hutan malah di tebangi😭",0
Apakah kira² di kalangan netizen ada yg punya ide mengenai hal ini? Hutan kembali berfungsi semestinya namun masyarakat pun dapat menikmati berkahnya. Terlebih bukanya wilayah kalimantan yg sering menjadi tempat untuk transmigrasi?,2
"Sy warga kalsel. <br>Kita tuh di kalimantan raja alam, pertambangan, perkebunan, kehutanan, dan hasil bumi lainnya, kalimantan tuh punya, pertanyaan...??? <br> Yg kaya nya siapa??? <br> Yg menikmati nya siapa??? <br> <br>Banjirnya ia,<br> debu yang ai, <br>Limbahnya ia, <br>Kemiskinan ia, <br> Lalu siapa dalamnya, <br>Kalau di hitung dari hasilnya, <br>Seharusnya kita kalimantan itu:<br>Kaya2. <br>Bangunannya mewah2, <br>Transportasi nya canggih 2,<br>Rakyat makmur,",0
"Curah hujan juga sering banget ygy disana ituu, hujan dikit aja auto banjir apalagi nanti kalo udah jadi ibu kota kayak apa itu ntar jadinya.. huhu",0
Jokuwi hobinya nanam beton dgn alasan memindahkan ibukota sm ngeruk nikel tanpa analisis amdal...hehehe,1
negara kita di bilangin emisi karbon gmn dong negara industri sprti amerika dan eropa dll merekalah yg dr dahulu kala membuat polusi,0
Orang kalimantan cuma bisa bilang memangnya jawa saja yang boleh maju,1
"Setuju, jawa mulu yg dibangun. Ada krt, jalan tol, dll. Lah kaltim aja tol baru ada 1,dan bahkan gk ada kereta api kek di jawa. Dibilang alasan karena medan lah ini itu. Padahal kan itukan tugasnya pemerintah buat cari solusi",0
"Ada satu fakta yang terlewat. <br>Awal 2021. Januari 2021, kalimantan selatan, di terjang banjir terbesar. 11 dari 13 kabupaten kota di kalsel terkena banjir.",1
"Jadi inget kata2 seorang komika &quot;Klo datang banjir gampang, solusinya salahkan pemerintah&quot;.. Iya juga ya.. pemerintah yg memegang regulasi &amp; memberikan izin penggunaan lahan ke korporat &amp; investor asing buat pembukaan lahan, tambang dan minim reboisasi..",0
"Harusnya khusus pembangunan cukup di pulau jawa saja, sedangkan pulau-pulau lain dibiarkan tetap jadi hutan jangan dirusak hutannya, kasihan dunia kehilangan paru2 nya.",0
Terus penduduknya yg bertambah mau ditarok dimn bang? Sedangkan Jawa saja sudah menjadi pulau terpadat di Dunia.,0
"@@hidupdidesa9068 di pulau jawa kan masih luas masih banyak kampung2, gunung dan hutannya, itu aja yg dibangun, pindahkan penduduknya ke kampung2.",0
@@radja529 hadeeehhh... transmigrasi Indonesia itu sejak jaman tahun 70an. Kalo nggak di transmigrasi dah kayak cendol dijawa semua. Itu ngga sehat. Ini palah gunung suruh nempatin orang. Apa2an?,0
yaaah sy sbg perantau di ladang sawit jd gimana gitu liat ini.<br>tapi y g kerja g punya tabungan.<br>moga ad jalan tengah nya,0
Jadi paru paru dunia kalau rakyatnya masih kelaparan juga buat apa,0
"Itu sudah, yang terlewat dari pemberitaan ini",1
Suharto adalah pembuka awal dr penjajah cara baru,1
"gan, refrensinya diisi dong, makasiii",1
"Coba nanya ke bule itu, Hutan London kemana?😀 Siapa yg duluan ngerusak Hutan?😎",1
"Ini baru namanya kerja kerja kerja, ada yang merasa di kerjain ?🤣🤣🤣",1
"semoga kita selamat dari karma buruk yg disebabkan ulah &#39;segelintir&#39; orang di balik rusaknya lingkungan, termasuk hutan Kalimantan",0
"Anak cucu kita 10-20 tahun lagi tidak akan merasakan nikmatnya hidup dialam liar Kalimantan, biarlah mereka yang mendapatkan keuntungan pribadi mendapatkan ganjarannya, yang suka mengekploitasi hutan, tetapi bukan itu masalahnya, dampak rusaknya hutan asap yang berbahaya dan ekosistem udara tercemar disekitar hingga cuaca, kita yang gak berdosa yang tidak pernah mendapatkan apa apa dari mereka juga merasakan dampaknya, hmmm tuhan itu adil, jadi tau mana yang dikasih azab dan diberikan ujian kasih sayang, semoga tuhan melindungi kita semua ameennn",1
Orang Djawa bikin masalah di pulau Kalimantan 😐,0
Lu pikir para kapitalis orang2 jawa doang?,1
@@zeroday6949 faktanya presiden dari dulu sampai sekarang kecuali Habibie orang mana coba? ..ya orang djawa,1
Lah kok jadi bawa presiden?,1
"Sebetulnya ini hal sangat mudah. Pohon buah seperti mangga, jambu dll dalam 3 tahun sudah berbuah dan bisa setinggi 6 meter. Yang bibit cangkok. Harus ada reboisasi. Dan bisa dinikmati buahnya.",0
Jaman SUHARTO DAN SBY terjadi ijin konsesi BESAR BESARAN. Alhamdulillah di era pak Jokowi Reforestasi mulai di galakkan dengan ada nya Nursery Mentawai bisa menghasilkan 20 juta bibit,0
,
Indonesia di takuti dunia negara hebat setara dengan AS dan CINA😂,1
Chanel hoax bulshit 🤣Eropa Australia banjir longsor 🙊,1
Manusia perlahan menuju kehancuran nya sendiri,0
Dan ga abis pikir yg masih pro dengan ikn.,1
Makasih jo,1
"PARA PEMBUAT KERUSAKAN DI ATAS MUKA BUMI, <br>TAK LAMA AKAN DI CEMETI",0
"Jika ikn tidak jadi maka narasi bakal pindah ke jakarta meliput semrautnya jakarta dan kepadatan penduduk serta naiknya air laut ,serba salah,.kalo mau lihat dari satu sisi gabakal nemu jawaban yg benar,sayangya narasi berada di salah satu sisi",0
"Jangan pusing tentang banjir, seperti kata mereka banjir itu salah nya pak anis,, udah selesai gitu iyaa gitu salahnya pak anis...",0
Tinggal tunggu erosi tanah longsor dan banjir,0
Lanjutkan 3Priode biar tambah RUSAK hutan wkwkwkkwwk,1
😂,1
