normalized_text,label_manual
ikn ini ibarat pamungkasnya jurus pembunuh bumi ibarat mortal kombat ini fatality hutan yang sisa ini bakal habisjadi kalo masyarakat eksodus ke sana,1
bingung sama orang dayak kalimantan alam jarah habis habisan sama cukong jakarta tapi diam saja tapi bersebrangan politik cepat orang dayak alat kekuasaan pemerintah lihat alam mereka hancurkan cukong jakarta notabone diam saja,0
sebagai orang kalimantan sedih juga dan nyatanya kalimantan masih saja ketinggalan dari kota lainnya hal seperti ini bukan untuk kemajuan kalimantan itu sendiri,1
lama lama kalimantan sama papua jadi kaya di jajah sama indonesia yah hanya di rusak saja tanpa ada benefit untuk wilayah tersebut dan warga di sekitar,1
narasi juga dapat pendanaan dari gdp venture groupnya djarum tuh hartono plantation indonesia hpi lahannya sawitnya juga luas di kalimantan,1
hmmmm jadi kita harus apa setelah melihat semuanya sepertinya kita masuk ke lingkaran yang tidak hentinya ingin mencoba berusaha namun tetap nihil pemerintah dan kita samasama bersalah apalgi yang punya wewenang minimal buang sampah pada tempatnya dan kurangi sampah saja dahulu bukannya perubahan besar berawal dari yang kecil yng miris berpendidikan tapi buat sampah sembarangan uhh damn,1
merinding,1
ketika eropa dan amerika banyak bangun pabrik perumahan dan gedung gedung tinggi besarnya pembangunan perkotaan sama sama merusak alam tapi indonesia ketika akan melakukan hal yang sama dilarang,1
amdal hanya permainan mafia yang punya uang apa masih pantas kalimantan masih di sebut paru paru dunia,0
itu juga sebabnya kami sebagai warga kalbar sebagian menolak iknibo kota negara baru yang masih di kebut jokowi karena bukan mrngalih kan banjir melain permainan politik dinasti saya pribadi mengatakan menolak ibu kota negara baru di kaltim,0
bagus itu,2
menurut aku iya di kalimantan kurang edukasi dan kurang kreatif terlebih dari yang mana yang salah toh udah kejadian baik orang luar dan orang dalam sama sama berlombalomba menggeluti usaha yang sama dan orang luar yang sukses kayak sawit dan pertambangan hasilnya itu menggiurkan dan pada ngikut sekarang ini adalah hasil jangka panjangnya cobalah memperbaiki jangan mencari siapa yang salah,1
semua benar karena faktatapi mengapa hanya barat yang selalu benarsaat mereka masih membutuhkan sumberdaya kita tidak ada isu lingkungannamun ketika sudah tidak butuh mereka baru teriakmereka dulu yang memeras sda kitakalau kalian protes kenapa tidak kalian bantu kita dengan sumberdaya yang cukupnyumbang hanya beberapa juta dollar apakah kalian pikir cukup untuk memperbaiki semuanyaamerika sudah gencar membor alaska untuk mendapatkan minyak bumikenapa diem saja bukan kah emisi karbon harus dikurangichina dan amerika adalah ekonomi terbesar dunia tapi mengapa hanya amerika yang sulit komitmen untuk mengurangi emisikenapa china indonesia brazil yang di beritakan terus kenapa amerika  di dieminkenapa biofuel bunga matahari di eropa yang membutuhkan lahan lebih besar daripada sawit  tidak dijadikan ancamanjika kalian hanya bahas masalah deforestasi itu udah biasa pemerintah jg fakta  udah mulai berusaha mengurangitapi bagaimana dengan kebutuhan lahan bunga matahari eropa tidak digembar gemborkansaya rasa harus berimbang barat wajib membantu negara berkembang jika ingin samasama,1
arteria dahlan mana ni,1
kalau kita komen negatif ke jokowi banyak netizen kelimantan yang hujat giliran gini iya nikmatilah banjir kalian,0
sama kya tambang kan banyak mnusia lapar,0
gundulin saja smpai botak kya prof bahlul,0
semenjak tren sawit jika kita memperlakukan alam dengan buruk maka alam akan membalas dengan keburukanquot pulak,0
yang jadi comentator orang asing yang comen di colom comen orang luar kalimantan karena mengeruk hasil kalimantan rakyat asli dayak dapat apapikirkan solusinya,1
ingat anda hidup di era rezzim jokkowi,1
tahu kalimantan wktu kecil nonton film anakonda menyebut labalaba batu dari kalimantan,1
ordebaru adalah kemunduran bagi indonesia,0
hutan kalimantan habis kena perusahaan luar yang di beri izin oleh pemerintah kami tidak bisa menjagakami pun ikut juga di banding nonton hanya tidak dapat apa,0
mana ada yang perduli dengan berita ini malah hari ini saja masih ada perusahaan yang di beri ijin untuk membuka lahan baru di tempat kamiberdarah pun anda mejelaskan ini tidak akan ada yang perduli di negeri ini sebelum keluarga mereka yang kaya itu terkena dampak juga dari deforestasi hutan ini,0
padahal mayoritas pengusahanya sendiri juga orang kalimantan  itu pejabatpejabat kaltimkalsel kan mayoritas pengusaha yang kaya dari eksploitasi begini jangan lupa salah satu yang terbesar jhonlin orang kalsel juga,0
eropa skarang udah mulai mngurangi pembelian sawit indonesia mreka khawatir dgn ekosistem alam yang trusan d rusak,1
emang sesek banget kalau denger berita tentang hutan kalimantan tapi percayalah cepat atau lambat hutan kalimantan juga bakal diekploitasi karena kekayaan alamnya yang udah tidak diraguin lagi tapi sayangnya kekayaan alamnya bukan hanya hutan dan lahan yang luas tapi juga ada fosil tambang di dalamnya jadi semisal hari ini hutan kalimantan masih utuh maka dalam hitungan belasan tahun lagi juga pasti dieksploitasikalau menurut saya sahsah saja eksplotasi hutan terutama untuk mengambil kekayaan fosil tambangnya asalkan setelah selesai dengan urusan tambang itu hutan dibalikin lagi dan jangan dijadiin tanah pemukiman,0
anchore,1
dulu jaman jayanya kayu kalimantan memang parah ilegal logging,0
dan kerennya pada masa waktu pemanasan global negara kita yang disebut memiliki paru paru hutan terbaik mendapatkan bayaran dari negara asing dan disaat itu pula kendaraan bermotor khususnya roda dua diwajibkan menyalakan lampu disiang hari maaf jika salah tetapi bolehlah narasi cek,1
terserah indonesia mau diapain itu hutan urus hutanmu sndiri saja  jdi si paling,1
prestasi yang membanggakan mantap pak,2
nkri harga matipancasila harga matingak peduli hutan rusakyg penting nkri harga mati,0
emang dasar mereka egois sekali demi uang sawit ditanam megaibakan paru paru dunia,0
bumi sedang tidak sehat smga deforestasi hutan bisa dihentikan,1
alhmdulillah uda d tf sesuai pesenan,1
hahhahahahhahah parah emang,1
kalo banjir solusinya simpel tanam aj sawit yang banyak karena sawit makan banyak air,1
kalo kekeringan,1
pandueka disesuaikan dong katanya banjir,1
indonesia seharusnya sudah makmur sejak dulu tapi dijajah koruptor,1
makan tuh ikn,0
terus ibu kota pindah kesitu itu apa dampaknya rusak  alam iya,0
asli ini real sekarang kami orang dayak terasa asing ditempak kami karena beberapa kelompok yang ambil untung ditempat kamihutan habis buah habis semua habis,0
mungkin mereka berpikir bisa tetap hidup sehat tanpa hutan dan pohonnya,1
keruk terusss sampek gundul ,0
sesal kemudian tidak ada guna nyasama seperti sesal mengangkat mukidi ke puncak kekuasaan,0
benarkah kalian semua sebodoh itu mempercayai kebodohan iknberapa banyak negara yang mencoba pindah ibukota dan berapa yang berhasil dari situ saja sudah tau ide ikn ini konyol dan bodohsekarang hutan  yang harta kita semua ratusan tahun sudah lenyapkapan mau pindahotak waras kalian kepikiran kahmemindahkan puluhan ribuan orang ke ikn bagaimana dampak sosial masyarakat  kebayang orang punya budaya beda beda jumlah besar bersamaan masuk daerah barubelum lagi penduduk ikn daya saing  tinggi penduduk ibukota jakarta penduduk setempat mau dapat apa disana bengongsementara ikn ini hanya menguntungkan segolongan pebisnis dan keluarga pejabat,0
masuk ke channel ngomongin uang hari ini baru posting ttg ikn banyak orang tolol pro ikn,0
go ahead narasi respect for narasi yang selalu memperjuangkan keadilan,1
pemerintah yang harus disalahkan,0
kenapa negaranegara penghasil karbondioksida terbesar dunia seperti amerika china rusia dan uni eropa tidak punya niat dan sikap menurunkan angka persentase karbon yang dihasilkan oleh negaranya sendiri,1
pemberi izin merusak hutan ada di pejabat kalo pejabatnya pintar hutan terjaga,2
sedih kasian buat kita semua tapi ini akan diperparah dengan adanya pembangunan ikn berapa banyak lahan hutan yang akan hilang,0
eropa bikin kebun tidak ada yang perotes hasil tambang kalimantan d kirim k eropa,0
nasib rakyat tergntng pimpinan brpihak kmana kalau mana yang bener tentu mudah dengan mndengar pndapat para ahlibukan oligarki,0
tarsan menangis mlihat ini,0
tapi banyak juga orang kalimantan yang mendukung ikn tambang dan sawit,2
saya tingal di kalimantantolong pihak pemerintah pantau hutan kami banyak habistambang boksit dan sawit menghancur kan hutan kamikami sering kena dampak nyatolong pihak bertindak tegas pemerintah,0
gapapa dari pada hanya hutan tidak profuktifpembagunan harus dilakukan di kalimantan,2
karena jokowi senang kalimatan agar tenggelam hutan hutan di kalimantan di tembang semua hanya untuk hawa nafsu kerja sebagai presiden,0
narasi sekarang berubah jadi naradrun,1
lah ngomong fakta dibilang kadrun liat lah komen orang kalimantan yang pada ngeluh apa kadrun ngomongin hutan  jadi gurun,0
mereka hanya mikir uang dan uang tanpa peduli alam,0
banjir saat ini akibat penebangan hutan yang sudah berjalan puluhan tahunoleh pihak pihak yang tidak bertanggungjawabijin tebang kecil realisasi di lapangan bedahutan lindung hanya sekedar setrategiyang punya pabrik pengolahan kayu di kalimantan siapa bukan rahasia lagijgn gampang membuat berita kalau data tidak akurat,0
proyek ikn kebanggaan cebong,1
terus,1
adalah daya sdm indonesia rendah banyak pihak yang tamak dan haus uang maka terjadilah bencana ini di kalimantan kasian warga kalimantan,0
coba kalian cek data  tahun orba membabat hutan dan hanya butuh tahun bagi jokowi membabat hutan baru yang luas  lebih luas dari ah sudah lah,0
tidak heran la borneo sekarang panas bahangnya semacam je berbeza dengan tahun an amp an masa tido tidak pakai kipas angin pun sejuk,0
presiden dan menhan malah membabat hutan mau di tanami singkong habis ratusan miliar malah hanya jadi lahan gundul harus di audit pasti banyak yang di korupsi,0
waktu tv hanya ada tvritidak ada yang nama  berita banjir di kalimantansekarng hutan mangkin habis,0
dahulu kalimantan pohon  di tebang sumber daya  dikuras tetapi yang maju tetap pulau jawa saja,0
ombibus law minerba memberikan karpet merah kpd para oligarki utk terus melanjutkan keserakahan ,0
selama ada cuan pihak terkait yang bertanggung jawab akan tetap bodo amat,1
yang enak mah yang ngasih ijincuman tinggal tanda tangan duit langsung masuk sudah,1
dari dulu mah emang gitu mengundang para investor untuk eksploitasi dan berbisnis menghijaukan negara orang sedang negeri kita tambah menggersangg,0
dijawa malah hutan habis karena karena trlalu banyak manusia ,0
smua pasti ada  suatu daerah yang masih hutan yang minim pemabangunan di anggap keterblakangan lalu rakyat berbondong bondong migrasi ke daerah perkotaan dgn alasan pekerjaan bahkan embel menuntut keadilan tentang pembangunan akses jalan dll pasti muncul namun ktika daerah yang terbelakang tersebut mulai di bangun tentu berimbas dengan berkurangnya pohonhutan bahkan mungkin imbas lainya karena tidak mungkin kalimantan mau di bangun gedung pabrik akses jalan di atas hutan yang notabenenya tampa mengurangi pohon hutan mnurut saya biarkan saja pemerintah yang memikirkan tapi masukan kritikan itu harus penting,2
hentikan ikn,1
ikn,1
atas nama pembangunan atas nama kemajuanperubahan selalu memakan korbanapa memang di rencanakan atau sebuah kebetulankemajuan jaman rakyat kecil yang jadi tumbalsiapakahkah sebenarnya merekaalam yang dulu indahharapan kita semuakini sudah berubah tinggallah ceritasamudera sungai dan hutan kini smakin telanjangserakah mereka membuat alam kesakitansiapakah sebenarnya merekajangan ada lagi korban yang mengatasnamakan pembangunankalaupun benar untuk kemajuan haruslah sesuai jangan sewenang wenangtuan kami sudah kecil jangan makin di kuciltuan kami sudah bosan hentikan kekerasan dan kerakusan,1
sejak jaman presiden ke dua kan kalimantan dibabat,0
apa lagi matii ibu kota pinda kesana,0
kasih solusi agar manusia  di kalimantan sejahterakalau tidak iya pasti di jual tanah nyasemakin maju semakin sulit hidupjadi wajar orang jual,0
pemerintah yang pada akhirnya sbg pembunuh anak cucu kitatanpa izin mrk korporasi gak akan buka lahan,0
menyedihkan,0
belum lagi kalo ikn jadimakin habis,0
alam selalu mempertahankan keseimbangannya apa yang kita tanam itu yang kita tuai jangan berfikir kita bisa sesuka hati tanpa mendapat konsekuensi pohon itulah yang menahan kepulauan kita agar tetap berdiri dan tidak tenggelam hanyut,1
pemimpin sakit negarapun sakit,0
kerana uang hutan ditebang,0
tidak laku berita begini buzzerp yang you know who langsung pada bikin berita tandingan,0
pembangunan ikn apakah termasuk deforestasi,1
hidup jokowi jokowi tiga priode menurut saya cocok saya yakin orang kalimantan juga setuju jokowi orang soleh,2
terus dimasa pemerintahan siapa deforestasi paling banyakberarti kan di masa soehartokalau masa orde baru sampai sekarang lahan yang dulu sudah dibabat di kasih izin untuk ditanami sawit dan pohon bahan baku kertas yah izin tambang jugasiapa yang anda tujudan bagaimana pemecahan solusinya,1
saya kira tebang saja semua pohon di kalimantan agar semua lahan dijadikan perkebunan kawasan industri lahan tambang lakukan saja semua  karena nafsu tapi berdalih atas nama pembangunan padahal pembangunan yang salah belum memberikan kebaikan bukan kah kalian yang menjunjung tinggi kemajuan dimana definisi kemajuan saja berbeda beda antara satu dengan yang lain oligarki yang sebenarnya berkuasa jika sudah demikian pekerjaan mu semakin berat rakyat harus bergerak bersuara upaya upaya untuk membungkam suara rakyat sekecil apapun jangan pernah biarkan karena mereka pejabat punya kuasa untuk membuat seribu alasan untuk memuluskan rencana mereka dengan menggunakan atas nama pembangunan dan nama rakyat,1
akal tanpa nurani,0
ternyata apa yang diomongkan pemerintah hanya omdo,0
food estate di mata mediacnbc sumber ketahanan pangan indonesia mengurangi ketergantungan impor panganmata najwa greenpeace merusak lingkungan merusak hutan bla blablalalu solusinya impor saja gitu antek asing,0
ibu kota baru di kalimantan itu pemimpin  ngotak engga  terlalu egois dan ambisi yang bikin alam rusak dan rakyat sengsara selamat bersenangsenang indonesia,0
kerusakan pada bumi di sebabkan oleh tangan tangan manusia itu sendiri dan itu sudah sangat jelas tertulis di dlm alquran namun manusia masih saja pada keserakahannya dan akhirnya menimbulkan berbagai bencana alam sudah jelas dlm hal ini tuhan tidak patut untuk di persalahkan,0
x eks mantan x kali mantan x cali nia,1
indonesia semakin hari semakin rusak segalanya,0
ikuti alur wae dunia ini hanya sementara,0
coba  tinggal di kalimantan atau tukeran pulau jawa di jadiin hutan lagi agar sama kalau orang pulau jawa pindah di kalimantan pasti nebang utan juga kalau udah urusan dapur mah,0
ingat isu kalimantan selalu dilihat dari sudut pandang jawa yang taunya hanya hutan tambang dan suku dayakpadahal jawa dulu juga hutan sebelum belanda datang kan sekarang,1
setiap keberhasilan pasti disertai pengorbanan maksudnya ada yang dikorbankan atau dengan kata lain sengaja di jadikan korban dalam konteks ini iya itu demi keberhasilan itu,1
next kalimantan akan jadi jakarta baru,1
tolong investigasi juga pariwisata super premium labuhan bajo dong sebenarnya siapa yang paling di untungkan,1
gini amat ada komentar yang sudah panjang malah terdi hapus ckckck,1
kalau tidak salah komentar teratas yang paling atas yang hilang kalau tidak salah sepertinya atas nama mr x terakhir saya lihat banyak yang komen dan like di komentarnya,1
di tengah gencarnya promosi jualan motor dan mobil listrik bahkan sampai pemerintah mau subsidi harganya dengan alasan go green yang mana menambah kendaraan baru otomatis menambah jumlah kendaraan di jalan raya kendaraan lama berbahan bakar fosil jg tetap di pakai dijalan sungguh tidak solutif dan hutan malah di tebangi,0
apakah kira di kalangan netizen ada yang punya ide mengenai hal ini hutan kembali berfungsi semestinya namun masyarakat pun dapat menikmati berkahnya terlebih bukanya wilayah kalimantan yang sering menjadi tempat untuk transmigrasi,2
sy warga kalsel kita tuh di kalimantan raja alam pertambangan perkebunan kehutanan dan hasil bumi lainnya kalimantan tuh punya pertanyaan yang kaya  siapa yang menikmati  siapa banjirnya ia debu yang ai limbahnya ia kemiskinan ia lalu siapa dalamnya kalau di hitung dari hasilnya seharusnya kita kalimantan itukaya bangunannya mewah transportasi  canggih rakyat makmur,0
curah hujan juga sering banget ygy disana ituu hujan dikit saja auto banjir apalagi nanti kalo udah jadi ibu kota kayak apa itu nanti jadinya ,0
jokuwi hobinya nanam beton dgn alasan memindahkan ibukota sama ngeruk nikel tanpa analisis amdalhehehe,1
negara kita di bilangin emisi karbon gimana dong negara industri sprti amerika dan eropa dll merekalah yang dari dahulu kala membuat polusi,0
orang kalimantan hanya bisa bilang memangnya jawa saja yang boleh maju,1
setuju jawa mulu yang dibangun ada krt jalan tol dll lah kaltim saja tol baru ada dan bahkan gak ada kereta api seperti di jawa dibilang alasan karena medan lah ini itu padahal kan itukan tugasnya pemerintah buat cari solusi,0
ada satu fakta yang terlewat awal januari kalimantan selatan di terjang banjir terbesar dari kabupaten kota di kalsel terkena banjir,1
jadi inget kata seorang komika quotklo datang banjir gampang solusinya salahkan pemerintahquot iya juga iya pemerintah yang memegang regulasi amp memberikan izin penggunaan lahan ke korporat amp investor asing buat pembukaan lahan tambang dan minim reboisasi,0
harusnya khusus pembangunan cukup di pulau jawa saja sedangkan pulaupulau lain dibiarkan tetap jadi hutan jangan dirusak hutannya kasihan dunia kehilangan paru ,0
terus penduduknya yang bertambah mau ditarok dimn bang sedangkan jawa saja sudah menjadi pulau terpadat di dunia,0
hidupdidesa di pulau jawa kan masih luas masih banyak kampung gunung dan hutannya itu saja yang dibangun pindahkan penduduknya ke kampung,0
radja hadeeehhh transmigrasi indonesia itu sejak jaman tahun an kalo tidak di transmigrasi sudah kayak cendol dijawa semua itu tidak sehat ini palah gunung suruh nempatin orang apaan,0
yaaah sy sbg perantau di ladang sawit jadi gimana gitu liat initapi ya g kerja g punya tabunganmoga ad jalan tengah ,0
jadi paru paru dunia kalau rakyatnya masih kelaparan juga buat apa,0
itu sudah yang terlewat dari pemberitaan ini,1
suharto adalah pembuka awal dari penjajah cara baru,1
gan refrensinya diisi dong makasiii,1
coba nanya ke bule itu hutan london kemana siapa yang duluan ngerusak hutan,1
ini baru namanya kerja kerja kerja ada yang merasa di kerjain,1
semoga kita selamat dari karma buruk yang disebabkan ulah segelintir orang di balik rusaknya lingkungan termasuk hutan kalimantan,0
anak cucu kita tahun lagi tidak akan merasakan nikmatnya hidup dialam liar kalimantan biarlah mereka yang mendapatkan keuntungan pribadi mendapatkan ganjarannya yang suka mengekploitasi hutan tetapi bukan itu masalahnya dampak rusaknya hutan asap yang berbahaya dan ekosistem udara tercemar disekitar hingga cuaca kita yang tidak berdosa yang tidak pernah mendapatkan apa apa dari mereka juga merasakan dampaknya hmmm tuhan itu adil jadi tau mana yang dikasih azab dan diberikan ujian kasih sayang semoga tuhan melindungi kita semua ameennn,1
orang djawa bikin masalah di pulau kalimantan,0
kamu pikir para kapitalis orang jawa doang,1
zeroday faktanya presiden dari dulu sampai sekarang kecuali habibie orang mana coba iya orang djawa,1
lah  jadi bawa presiden,1
sebetulnya ini hal sangat mudah pohon buah seperti mangga jambu dll dalam tahun sudah berbuah dan bisa setinggi meter yang bibit cangkok harus ada reboisasi dan bisa dinikmati buahnya,0
jaman suharto dan sby terjadi ijin konsesi besar besaran alhamdulillah di era pak jokowi reforestasi mulai di galakkan dengan ada  nursery mentawai bisa menghasilkan juta bibit,0
indonesia di takuti dunia negara hebat setara dengan as dan cina,1
chanel hoax bulshit eropa australia banjir longsor,1
manusia perlahan menuju kehancuran  sendiri,0
dan tidak habis pikir yang masih pro dengan ikn,1
terima kasih jo,1
para pembuat kerusakan di atas muka bumi tidak lama akan di cemeti,0
jika ikn tidak jadi maka narasi bakal pindah ke jakarta meliput semrautnya jakarta dan kepadatan penduduk serta naiknya air laut serba salahkalo mau lihat dari satu sisi gabakal nemu jawaban yang benarsayangya narasi berada di salah satu sisi,0
jangan pusing tentang banjir seperti kata mereka banjir itu salah  pak anis udah selesai gitu iyaa gitu salahnya pak anis,0
tinggal tunggu erosi tanah longsor dan banjir,0
lanjutkan priode agar tambah rusak hutan wkwkwkkwwk,1
mau nanya jika semua tumbuhan melakukan hal yang sama yaitu menyerap co dan mengeluarkan oksigen apakah tanaman sawit juga berlaku demikian jika iya mengapa tanaman sawit yang semakin banyak ditanam justru tidak bisa mengurangi jumlah karbon di udara,0
ooh begitu terus kalau sawit mengonsumsi air yang tinggi mengapa tanaman sawit tidak bisa menjadi penahan kelebihan air sehingga kalau musim hujan di daerah yang banyak pohon sawitnya justru yang keseringan banjir,1
alyoumaakmal begitu trima kasihh infonya,1
enak jaman ku toh,1
mungkin perlu ganti istilah pemerintahklo diluar kan government dari kata govern lebih ke mengelola atopun berasa ada responsibilitybeda dengan pemerintah dari kata perintah merintah nyuruh saja mau apa bwt apa terserah yang merintahcm main kata saja jangan dimasukin ke hati maap kalau ada salah,1
ke kalimantan kemarin buset sepanjang jalan sawit semua pohon ,1
buset bukabukaan banget justifikasi deforestasi untuk infrastruktur oleh menterinya langsung pula,1
pt alas kusuma grup perusahaan pembalakan hutan yang masih aktif bekerja sampai sekarang,1
antek amerika bikin propaganda anti pemerintah iya beginilah barat mengatur dunia melalui segala caratermasuk melalui akun youtube ini,1
paling tidak jaman jokowi deforestasi dari kebakaran dan pembakaran lahan berkurang drastis,2
perusahaan asing sing ngenteke,1
selanjutnya apakah papua hutannya yang habis,1
percaya tidak percaya pemindahan ibukota baru akan berdampak terutama bencananya semoga baik saja,0
planga plongo merokeeeettt,1
sudah jangan ngeluh anggap saja ujian,1
tuhan sudah memberikan begitu banyaknya kekayaan alam buat indoneaia tapi sayang manusianya gak bisa menjaga,1
yang lagi di gadang pindah ibu kota negara kaya di paksa apa untuk di exploitasi lebih besar hutan dan hewan jadi korban,0
sibuk bikin ibu kota baru padahal masih banyak infrastruktur didaerah masih tertinggaljalan sekolah kesehatan kemiskinan,0
mau gimana lagi sudah percuma berkomentar percuma memprotes karena sudah tidak ada guna lagi tidak ada perubahan apa apa karena manusia itu serakah jadi kita tinggal menunggu bumi hancur dan manusia punahkalo hanya bicara tanpa adanya tindakan hutan kita tidak akan terselamatkan,1
pembukaan lahan sawit yang menghabiskan lahan minimal ribu hektar izin hgu satu perusahaan kalikan beberapa perusahaan itu dibabat habis semua vegetasi sampai rumput  jga kemana ekosistem rantai makanan juga akan ikut punah peace,0
saya sebagai warga samarinda pun ikut sedih melihat apa yang sekarang terjadi cuaca  sekarang lebih panas dari pada yang dulu,0
bodo amat yang penting opung hut hut cuan cuan cuan,1
pengen teriak ke telinga para pejabat goblok banget pengelolaannya,0
paruquot dunia di rusak,0
mulai terasa efeknya,1
kalimantan akan banjir liat saja jangan senang dulu air lari itu ke daerah pesisir dekat laut,1
mau kemanapun ibukota pindah kalau lingkungan dirusak siapsiap kena imbasnya,0
kalimantan ketiak dunia,0
ah sudahlah,1
mari tertawakanyg ksh izin tambang dan sawit siapaexploitasi saja agar kalimantan botaksebotaknyabiar kita cepat pada mati,0
saya dan seluruh orang seluruh dunia senang seh jika kalimantan jadi hutantetap menyandang paru dunia tapi kenyataanya amerika atau negara yang koar tentg iklim seperti eropamereka lebih dulu mengekspoitasi alamini sperti tetangga sebelah kanan kiri kamu lebih dulu membabat pohon ditanah mereka jadiin kontrankostan mendapatkan uangdan jadi quotnegara majuquot lalu saat kamu ikuti lgkah mereka kamu diplototindilaporin ke rtkamu dilaranglalu saat kamu kepepet akhirnya kepaksa  kamu menjual lahan kamu dan mereka yang belikan konyol itu,0
miris,0
jadi inget sama warga papua yang hidup di salahsatu daerah yang hidup di bawah garis kemiskinan pedahal mereka hidup di tanah yang sangat kaya raya dengan emas yang melimpah mudahn tidk terjadi sama masarakat kalimantan mudahn masarakat kalimantan hidup sejahtra dan mudahn tidak jadi kota mati seperti yang terjadi di negara lain yang memindahkan ibukota negara tapi kita juga tidak bisa tutup mata dan kita tau bahwa tanah jakarta semakin turun atau air laiut semakin naik yang artinya di waktu yang akan datang ada kemungkinan akan tenggelam dan penduduk jakarta udah sgt padat kita semua harus ber doa mudahn pemindahan ibukota adalah solusi terbaik untuk semua rakyat indonesia dan demi kesetaraan peradaban manusia jangan saling menghujat dan saling menyalahkan,1
semakin cepat dipindah semakin cepat hutan dikalimantan habis ingat bro kalimantan baru ini dilanda banjir kota yang tidak biasa banjir malah banjir mending ikn pindah ke papua agar harga bensin disana murah,0
denykazutopindah ke batam saja  harusnya kan mau dibikin kayak sg batam wilayahnya juga lebih luas kali lipat dari singapura dijadikan pusat bisnis bisalah,1
lusiyani bisnis ngelonte iya banyak,0
gobloknya kita ini lingkungan sendiri di rusak sedangkan modal asing masuk untuk merusak lingkungan kita apresiasimungkin kiamat di indonesia bisa terjadi lebih cepat dan saya sangat berharap kiamat segera terjadi agar kita manusia mempertanggungjawabkan perbuatan semasa hidup di hadapan tuhan,0
ini adalah sebuah dilema suatu daerah dianggap maju jika banyak pabrikkantorpemukiman yang padat kalau masih banyak yang hijau artinya suatu daerah itu dianggap terbelakang saya merasakan sendiri di kabupaten nganjuk dulu sebelum banyak pabrik hawanya sejuk dan kabupaten ini dianggap sebagai kabupaten yang miskin,2
sekarang dibuka pabrik jadi kaya tidak,1
dynextambah miskin dan daerah setempat banyak pindah,0
bener banget kebanyakan masyarakat indonesia yang berpikiran seperti itu tolak ukur kota maju itu banyak gedung tinggi dan banyak mall,0
salah satu penyebabnya adalah tanah kalimantan bukan milik orang kalimantan melainkan tahta kepemimpinan pemerintahan indonesia contohnya pak prabowo subianto dengan ha tanahnya dikalimantan lucu memang tapi apa mau dikata lagi,0
mau komen takut menghilang,1
manusia ingin kaya harta dan bisa kaya dengan mengeruk materi yang berguna modern baru bertumpu pada eksploitasi sumber daya alam sedihnya kita tidak bisa mengelak kenyataan ini kita seperti mendesain bumi ini untuk kiamat akibat kerakusan kita sendirisaya pun sedih karena hp yang saya punya adalah produksi yang hulunya adalah hasil tambang,0
warg pribumi kebanyakan setuju hal ini karena uang liat sekarang kepala pribumi di kalimantan bahkan punya lamborghini,0
bedanya para aktifis lingkungan dan pembuat kebijakan adalah kalau aktifis berfikir utk tahun kedepan kalau pembuat kebijakan hanya berfikir utk tahun kedepan,0
aktifis lingkungan pertimbangan  fokus pada bidang lingkungan saja sedangkan pemerintah selain fokus pada lingkungan juga harus fokus pada ekonomi pembukaan lapangan kerja penuntasan kemiskinan tata kelola ruang dan lingkungan industri dan masih banyak lagi makanya susah,1
hal ini tidak terelakkanseperti perkiraan dan imajinasi para movie makernovel dsb bumi ke depannya bakal susah ditempati manusiadan penyesalan selalu muncul bak super hero telat datangnyasalut buat segelintir orang yang berusaha menjaga bumi mereka dikeroyok vs banyak kepentingan para elits yang dilindungi negara setidaknya gua udah liat banyak keindahan bumi dari nat geo bbc earth dsbbye beautiful earth u will be missed a lot in due time,0
otak pejabat tidak sampai pemikiran  kesitu embakarna memang jadi pejabatbukan karena jenius brlian melain kan karena duitjadi isi otak  hanya duitwiwikitu ajayang jenius barudokter yang bisa ciptakan alat trapi ituitu pun di benci iya maklumsirik tanda tidak mampuorang seperti iti bacocok mrntri kesehatankarna memang otak  sehat,0
kalo seperti ini pemerintah harus bertanggungjawab untuk membuat regulasi deforestasi dan menegakan pengawasan seketat mungkin agar hal ini bisa di reduce karena resiko  makin lama akan semakin besar parahterutama perusahaan yang nakal mereka dengan enaknya mendapatkan konsesi hutan tanpa adanya pengembalian alam ke bentuk aslinya kebanyakan mereka setelah habis ditinggalkan begitu saja mereka kabur dan pergi ke tempat baru,0
gede juga iya banjirnya padahal termasuk daerah daratan tinggi,1
cukong dan pejabat serakah cepat lengser,0
sdah cukup besar pengorbanan hutan kalimantan untuk sawit tetapi knpa minyak goreng  msih mahal jga iya,1
narasi seperti ini perlu digaungkan karena narasi yang beredar di masyarakat kalimantan menganggap bertambahnya aktivitas pertambangan berdampak baik bagi mereka karena ada sebagian lahan mereka yang dapat ganti rugi dan tersedianya lapangan pekerjaan bagi penduduk lokal maupun dari luar provinsi yang mereka lupa adalah efek jangka panjang dari deforestasi semoga isue yang di angkat selanjutnya adalah masalah ilegal tambang di kalimantan yang tentunya menjadi salah satu penyebab deforestasisalam dari kalimantan tengah,1
mana ada yang perduli mas mas kami di kalimantan ini sudah di bungkam mulut kami oleh pemerintah daerahkalau kami terlalu banyak omong kami di intimidasimana ada yang perduli kalau kami di intimidasi leboh baik sama sama cari aman,0
 bisa keluar iya izin amdal  ke perusahaan perusahaan tersebut,1
